method,metric,count,mean,median,std,ci95_low,ci95_high,p05,p25,p75,p95,max,min,rate
exact_efim_cutting_plane_psl_ee,system_power_w,60,3.1477453347386404,3.1340317636128674,0.0343267375749573,3.138877798127671,3.1566128713496098,3.124217753361146,3.127217857779578,3.1558848833198776,3.2071803538986097,3.2972868439691703,3.121337918518754,
exact_efim_cutting_plane_psl_ee,ee_mbit_per_j,60,1.408962293954675,1.3673038159377433,0.4307651759966869,1.2976838492571507,1.5202407386521994,0.7707799406415524,1.0407809519946045,1.7946259175135721,2.03015728353298,2.2600004726445686,0.5976570911788346,
exact_efim_cutting_plane_psl_ee,delay_fim_known_amplitude_per_s2,60,2.343724379561333e+18,2.342449227887698e+18,3502798362649379.5,2.3428195107938365e+18,2.34462924832883e+18,2.34242443878461e+18,2.342425004794629e+18,2.3427600778386176e+18,2.3537737790093164e+18,2.3583449457705733e+18,2.3424244159272474e+18,
exact_efim_cutting_plane_psl_ee,independently_evaluated_unknown_fim,60,2.342424410954761e+18,2.3424244108938706e+18,980059902.9526062,2.342424410701585e+18,2.3424244112079375e+18,2.342424409363692e+18,2.342424410245088e+18,2.3424244117675863e+18,2.342424412251029e+18,2.342424413040442e+18,2.3424244087273656e+18,
exact_efim_cutting_plane_psl_ee,range_rmse_bound_m,60,0.09791242229077829,0.09793898842834742,7.292687100626006e-05,0.09789358328234764,0.09793126129920894,0.09770310078533555,0.09793249067852086,0.09793949482210877,0.0979395066548772,0.09793950713272374,0.09760836615977714,
exact_efim_cutting_plane_psl_ee,centroid_magnitude_hz,60,3632.044205168822,1007.3361190948386,6306.856239894105,2002.8104778080706,5261.277932529573,33.56249178484478,156.2804712954134,3709.318394103965,21513.03321802702,25296.99340095906,12.990525645677469,
exact_efim_cutting_plane_psl_ee,dense_psl_db,60,-13.070095490850303,-13.04322496891233,0.05395419451159573,-13.084033337233233,-13.056157644467373,-13.188272538763808,-13.093383464964699,-13.032859902699325,-13.018662942941276,-13.013001161837867,-13.214881027043916,
exact_efim_cutting_plane_psl_ee,fim_mismatch_percent,60,0.055247372486981874,0.0010594570197517295,0.14871806704223808,0.016829422009458396,0.09366532296450536,1.1703578718403882e-06,2.535084316933285e-05,0.014327864849656863,0.48217758002464794,0.6750723983250214,1.7475142438607233e-07,
exact_efim_cutting_plane_psl_ee,solve_time_s,60,1.091260615683071,0.8347428919987578,0.44969926340131666,0.9750909775568319,1.2074302538093102,0.7825497266980165,0.8076870590011822,1.6054163192484339,1.6656300496470067,2.589437349997752,0.7686687099994742,
exact_efim_cutting_plane_psl_ee,physical_sensing_feasibility_rate,60,1.0,,,1.0,1.0,,,,,,,1.0
exact_efim_cutting_plane_psl_ee,dense_psl_feasibility_rate,60,1.0,,,1.0,1.0,,,,,,,1.0
exact_efim_cutting_plane_psl_ee,false_sensing_feasibility_rate,60,0.0,,,0.0,0.0,,,,,,,0.0
